@relation tic-tac-toe-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.instance.RemoveFolds-S1-V-N10-F5-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.instance.Resample-S1-Z70.0

@attribute top-left-squarexb {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute top-left-squarexo {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute top-left-squarexx {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute top-middle-squarexb {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute top-middle-squarexo {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute top-middle-squarexx {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute top-right-squarexb {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute top-right-squarexo {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute top-right-squarexx {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute middle-left-squarexb {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute middle-left-squarexo {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute middle-left-squarexx {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute middle-middle-squarexb {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute middle-middle-squarexo {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute middle-middle-squarexx {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute middle-right-squarexb {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute middle-right-squarexo {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute middle-right-squarexx {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute bottom-left-squarexb {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute bottom-left-squarexo {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute bottom-left-squarexx {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute bottom-middle-squarexb {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute bottom-middle-squarexo {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute bottom-middle-squarexx {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute bottom-right-squarexb {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute bottom-right-squarexo {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute bottom-right-squarexx {-inf-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-inf}
@attribute Class {negative,positive}

@data
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,negative
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,negative
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,negative
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,positive
0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,positive
0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,negative
0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,positive
0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,negative
-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,positive
0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,negative
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,positive
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,negative
0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,negative
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,negative
-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,negative
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,negative
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,negative
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,negative
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,negative
-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,negative
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,negative
-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,negative
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,positive
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,negative
-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,positive
0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,positive
-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,positive
-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,0.9-inf,-inf-0.1,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,-inf-0.1,0.9-inf,-inf-0.1,positive
